title,publication_date,author_name,full_text,article_url
1100-year-old monolithic sandstone Shivling unearthed in Vietnam's Cham temple complex, 27-May-2020,,,https://www.organiser.org//Encyc/2020/5/27/Cham-temple-complex.html
"Prime Minister announces ""My Life My Yoga"" Video Blogging contest in Mann Ki Baat", 01-Jun-2020,,"Shri Narendra Modi, Prime Minister of India today called upon one and all to participate in the “My Life – My Yoga”(also called “Jeevan Yoga”) Video Blogging Contest, a joint effort by  the Ministry of AYUSH and the Indian Council for Cultural Relations (ICCR), during the course of his monthly Mann Ki Baat address to the nation. The contest focuses on the transformative impact of Yoga on the lives of individuals, and comes as one of the activities related to the observation of the sixth International Day of Yoga (IDY) coming up on 21st June 2020. The contest has gone live on the social media handles of the Ministry of AYUSH today, 31 May 2020. The observation of IDY in the past years has been marked by thousands of harmonious mass demonstrations of Yoga in public places. Due to the contagious nature of COVID-19, no mass gathering would be advisable this year.  Hence, this year the Ministry is encouraging the people to practice Yoga at their homes, with participation from the entire family. Through the My Life – My Yoga video blogging competition, the Ministry of AYUSH and ICCR seek to raise awareness about Yoga and to inspire people to prepare for and become active participants in the observation of IDY 2020. The contest will support participation via the social media platforms of Facebook, Twitter and Instagram. Video contest will be open to participants from all countries. The contest will run in two legs. First leg consisting of an international video blogging contest, wherein the winners will be picked within a country. This will be followed by global prize winners who will be selected from winners from different countries. Entries can be submitted by participants under three categories covering youth (aged under 18), adults (above 18 years) and yoga professionals, and further, separately for male and female contestants. This makes it a total of six categories in all. For the India contestants, prizes worth Rs. 1 lakh, 50K and 25K for 1st, 2nd and 3rd ranking within each of the categories have been announced within the first leg. Details of the global prizes will be announced shortly on the Yoga Portal of Ministry of AYUSH. This contest is open to all participants across the world. To enter into the contest the participants are required to upload a 3 minutes duration video of 3 Yogic practices (kriya, asana, pranayama, bandha or mudra), including a short video message/ description on how the said Yogic practices influenced their life. The video may be uploaded on Facebook, Twitter or Instagram with the contest hashtag #MyLifeMyYogaINDIA and appropriate category hashtag. Detailed guidelines for participation can be found on the Yoga Portal of Ministry of AYUSH(https://yoga.ayush.gov.in/yoga/). The announcement of the contest by PM has generated tremendous curiosity about and interest in it. The Ministry of AYUSH is confident that this interest would convert into significant public health gains, as the positive impact of Yoga in the management of many aspects of the COVID-19 pandemic situation is by now well accepted.",https://www.organiser.org//Encyc/2020/6/1/My-Life-My-Yoga.html
"‘Bhagavad Gita is now more relevant than ever’: Oxford journal looks to Bhagavad Gita for 'Covid lessons', says ‘healthcare workers are today’s Arjunas'", 06-Jun-2020,,"“Krishna’s advice to Arjuna was simple. Being a warrior committed to protecting his people, Arjuna’s only dharma was to fight, and not worry who he was fighting or the outcome of the war,” reads the article titled ""Lessons from the Bhagavad Gita (the ‘Lord’s Song’), from India during these difficult times"". “Now, in the midst of a pandemic, the Bhagavad Gita is more relevant than ever—the healthcare worker is Arjuna, hospitals are battlegrounds for the war against the virus and misinformation, the lack of a cure or an effective containment strategy, and a system that has failed us. Amidst this chaos, the healthcare worker is being guided by dharma and a deep sense of purpose to do what is right and not become paralysed by the outcome,” says  “Krishna’s advice to Arjuna was simple. Being a warrior committed to protecting his people, Arjuna’s only dharma was to fight, and not worry who he was fighting or the outcome of the war. To be able to do what is needed without becoming attached to the result is the way of living a skilful life. To have a goal is not the problem—to become so entangled in the goal where the action is tainted lends itself to suffering,” reads the article titled ""Lessons from the Bhagavad Gita (the ‘Lord’s Song’), from India during these difficult times"". “The famous archer Arjuna, the hero of this story, was caught in a moral dilemma. He was sure that he was on the side of dharma but could not imagine fighting his loved ones. ‘I quit’, he said. Fortunately for him, his charioteer was Krishna, an embodiment of dharma. In what would come to be known as the Bhagavad Gita (the ‘Lord’s Song’), Krishna taught Arjuna the ways of skilful living. In the 5000 years since the description of the war of Kurukshetra, the Bhagavad Gita has proven to be an accurate guide for living a fulfilling life—a life aligned with dharma,” says the article. ""COVID-19 has challenged clinicians’ professional commitment to their communities and to humanity, accompanied by a sacrifice of their own safety and of the safety and needs of their families. It has become a litmus test of our character, our focus, our strength, and our passion to care for the sickest, in the sincere hope that even amidst despair and desperation, we are somehow making a difference in every life,"" the article adds. ""The frivolities that we as a society had previously invested in no longer seem relevant or important. The collective thought that has floated higher—what is the meaning of life—has been felt much more acutely among healthcare workers,"" it adds.",https://www.organiser.org//Encyc/2020/6/6/Oxford-journal-looks-to-Bhagvad-Gita-for-Covid-lessons.html
Ram Mandir construction begins in Ayodhya with 'Rudra Abhishek' ceremony, 10-Jun-2020,,"Marking the beginning of the temple construction, ''Rudra Abhishek'' ceremony and an ''aarti'' were held at the Kuber Tila temple in Ayodhya on Wednesday morning. The rudrabhishek ritual follows the tradition set by Lord Ram, who prayed to Shiva before launching an attack on Lanka, said Mahant Kamal Nayan Das, spokesperson for the Shri Ram Janmabhoomi Teertha Kshetra Trust head Mahant Nritya Gopal Das. About 25 priests participated in the rituals. The preliminary work on the temple site will start now though the actual construction will start much later in view of the Covid-19 crisis. The Ram Lalla deity was ceremoniously moved to a new location from the makeshift temple in March.",https://www.organiser.org//Encyc/2020/6/10/Ram-Mandir-construction-begins-in-Ayodhya.html
The Judge : A film on Love Jihad  directed by Jithu Aravamudhan, 11-Jun-2020,,,https://www.organiser.org//Encyc/2020/6/11/The-Judge.html
500-year-old Odisha temple submerged in Mahanadi River resurfaces, 14-Jun-2020,,"A 500-year-old ancient Hindu temple that remained submerged in Mahanadi River in Odisha has been resurfaced. The 60-feet temple, believed to be around 500 years old, was located recently during an exercise as part of the project, said Anil Dhir, project coordinator of the Indian National Trust for Art & Cultural Heritage (INTACH) in Odisha, reported PTI. The temple was found in the mid-river near Baideswar in the Padmavati area in Cuttack. The temple dates back to the late 15th or early 16th century, considering the construction style of the Mastaka and the materials used for the construction, Dhir said, adding that INTACH would approach the Archaeological Survey of India (ASI) to take steps for relocating and restoring the temple. We will soon write to the ASI requesting it to take steps to relocate the temple to a suitable site. They have the required technology to do it. The state government should also take up the matter with the ASI, PTI quoted Dhir as saying. Deepak Kumar Nayak ""Lord Gopinath’s Submerged Temple: The detailed story"" This is a story that depicts the cruel side of mighty Mahanadi which once swallowed down a happy habitat into its humongous mouth. ""Satapatana"" a combination of seven neighbouring localities was located just in the bank of Mahanadi about 7kms away from Baideswar of Kataka district. It is said that the width of Mahanadi was very narrow those days, but then came the worst time for the residents when the cruel river shifted its course  towards the locality and gradually flooded Satapatana living the locals totally hopeless. The desperate locals then shifted themselves to the nearby regions having higher elevation above the river level. Their villages and houses were underwater now, they took all their religious idols, deities along with them and new temples were constructed later on for those deities. The earlier temples also went under the water along with the houses of villagers. It is said that there are more than 20 temples in the region between Baideswar to Kantilo are still present down under the water of Mahanadi. Among all those flood affected temples Gopinath Deva Temple of Padmabati village in Bhapur block of Nayagarh district was possibly the tallest one. Although, the temple is buried in sand of Mahanadi, very seldom the sands are removed with the flow of flood water of Mahanadi to provide locals few rare glimpses of that majestic temple which their ancestors had once built. After 11 long years that special moment came when this summer the dome section of that submerged temple was visible for a short period of time. About 3 months back I got a phone call from my good friend & heritage explorer Sri Rabindra Rana about this. I knew about few submerged temples of Sambalpur near Hirakud Dam, but hearing about a submerged temple in the lower-central region of Mahanadi valley was an exceptional thing to me. I instantly called on my Project Coordinator Sri Anil Dhir to explore this place and list it as one of the monument in our campaign ""Mahanadi Valley Heritage Sites Documentation"". Anil Sir was also agreed and we planned to visit the place within next 3 days. However, our planning got spoil as Lock down was declared due to ongoing Covid19 crisis. Soon after Lock down was reduced and things were bit settled I went to the spot with Rana Babu thrice. But all the time, we found the temple merged inside water. We left hope and thought it is no more possible to document this place. However, surprisingly on the evening of 7th June, I was informed by Rana Babu that just a thin part of the Dome (Amalaka) section of the temple is probably visible from last couple of days as the water level is little bit down. I got totally refreshed and asked Anil Sir's final permission whether to start documenting the spot. Unfortunately, Sir was away from Bhubaneswar and was unable to join me next day. But he insisted me to list the place if possible. Next morning, I left home early in the morning and reached Baideswar market by 7 AM where Rana Babu was waiting for me. We reached Balunkeswar temple of Padmabati village from where one needs to cross the river to reach the spot where the temple is found. We hired a small boat of a fisherman; the priests of Balunkeswar temple were all gentlemen and sweet-speaking persons. One of the priests was agreed to join us and guided us to the other side of Mahanadi. We were totally unsure whether we will be able to see the temple, however within 10 minutes our boat reached there and was taking circumference around the Mastaka section that was visible. We tried to take some photograph; it was not that easy, the small boat was in a shaking state with water waves making its effect after getting obstructed by the dome of the temple. The priest then did an incredible thing; he climbed on to Dadhinauti section of the temple and held the boat in his hand to provide us few static moments to click few photographs. The pictures attached here were generated with very tough efforts. We hardly spent 5-7 minutes at the spot and returned back. We found the mastaka section of the submerged temple huge and understood why it gets visible at times. It was possibly a Temple having a Vimana and Jagamohana. The Vimana was in Rekha Deula style and Jagamohana was of Pidha order. The stone materials used to construct this temple are generally seen in temples of 15th/16th Century. When the region was merged under water, there were several deities those get shifted. Notable among them were Gopinath, Nrusingha, Rasa Bihari, Kamana Devi & Dadhibamana. All of these deities are still worshipped in Padmabati village other than the Dadhibamana shrine who is worshipped in nearby Tikiripada village. We then moved on to present day Gopinath temple of Padmabati village where the original shrine of Lord Gopinath is worshipped after being moved from the river. We saw a plaque at the entrace of this temple mentioning this temple was constructed by Bebarta Keshab Pattanaik of Khandapada Gada in the year 1850. Worshipping of flute playing Lord Krishna in the forms of Gopinath, Rasabihari, Madan Mohana, Nikunja Bihari etc. were mainly developed during late Gajapati period after King Purushottama Deva brought the beautiful idol of Sakhi Gopinath from Kanchi to Kataka. Though, smaller in size we found the iconographical construction of this particular shrine very much similar to any other Flute playing Krishna shrine of Gajapati era. Yesterday, when I posted few images through my FB accounts, I got around 15 queries (via emails, comments and phone calls) asking me whether some part of the temple is underwater!! I understood it was creating confusion. So, I put my observations through a rough sketch (please refer image no-2 in this post), it depicts the possible position with which the Temple currently stands in the middle of Mahanadi. We assume, the temple was possibly rising to a height of 60 feet. Out of which 50/55 feet is underlying the sand just beneath the flowing water, rest 5 feet i.e. the rising part of the temple or the Mastaka section is submerged in water, out of which only 10 inches is above water, currently. That is what I observe, though it's entirely my personal assumption and I might be wrong. So this was the total story. Practically if we see there is nothing much to do with this older submerged temple. However, it was a spot telling many eventful tales from the past especially highlighting human struggle and survival against all negative acts of natural calamities.",https://www.organiser.org//Encyc/2020/6/14/500-year-old-Odisha-temple-submerged-in-Mahanadi-River-resurfaces.html
#InternationalYogaDay How yoga strengthened the Saudi woman’s steely resolve, 21-Jun-2020,Nilima Pathak,"In 2018, Nouf Almarwaai tweeted, “Thank you Rashtrapati Bhawan for the honour. I dedicate this award to my beloved country Saudi Arabia and all the people who supported me. I pray to God that the Kingdom of Saudi Arabia and India prosper and flourish in all fields, as India is my second home.” The President of India Ram Nath Kovind had conferred Nouf with the fourth-highest civilian award the Padma Shree. The first certified yoga instructor in the region, she was credited for getting yoga recognized as a sports activity in Saudi Arabia. She said that the honour and trust the Indian government bestowed on her, was a “big responsibility” on her shoulders. She pledged to never stop practising and promoting yoga, which she has been doing for over two decades. Who is Nouf Marwaai? A leading practitioner and the official promoter of yoga in Saudi Arabia and the Gulf, Nouf is a Saudi businesswoman and entrepreneur. She is also a practitioner of Ayurvedic Indian medicine and lifestyle counselor. Removing misconceptions Initially, when Nouf started practising yoga in her hometown Riyadh, in Saudi Arabia, she found people enquiring whether it was a Buddhist practice like meditation. She faced strong opposition from people belonging to the Muslim community in certain South Asian countries, as some had misconceptions about yoga in relation to the Islamic culture. The woman yoga master stressed, “I would again like to clarify that yoga asanas are practised for physical and mental well-being. No yoga institution makes you do any kind of worship. As now, back then also I explained its benefits and how it brings about a positive change in a person’s outlook towards life.” Personal journey Nouf’s yoga journey began in 1998 when she was 18-years-old. She was born and diagnosed with lupus, an auto-immune disease due to which she was unable to lead a normal lifestyle. Nouf had to stay away from school and was restricted from heavy sports and strenuous activities because of muscle and joint pains, stiffness, inflammation and fatigue. All this impacted her and caused a lot of stress. She informed, “Someone told me about yoga and on a visit to Mecca, I stumbled upon a book on the discipline, and bought it. On reading and researching further, I saw a silver lining. Through books and videos, I grasped whatever best I could.” Life-altering effects On practising a few yoga postures, she felt the difference in her health condition. While studying at the King Saud University in Riyadh, she was able to attend regular classes and passed with good grades. Nouf shared, “Yoga had a life-altering effect on me and I started feeling energetic. I was a volunteering psychologist at a mental health hospital in Jeddah. But after completing my yoga certifications, people began approaching me to teach them the medium, even though I had no intention of taking it up as a career. “Some of my relatives wanted me to ‘stop this nonsense’, as they called it and instructed me to focus on going to the US for further studies, as I was nominated for a scholarship.” Changing mindsets Nouf would have none of it and decided to teach and promote yoga. In 2004, she founded the Saudi Arabia Yoga School in Jeddah, which, in 2010, was named the Arab Yoga Foundation, the first official centre in the Gulf region. The trained psychologist presented the medical, scientific and economical facts to support her cause. She conducted awareness campaigns through TV shows and spoke about various mental and physical health issues and how yoga and meditation could help overcome these concerns. “Since for many in Saudi Arabia, it was a new concept, irrespective of the age group, they became enthusiastic about it,” Nouf divulged. “While many began practising quietly in the confines of their homes, others taught privately in their workspaces,” she added. “Imagine, those very relatives who had opposed me later came to my clinic for Ayurvedic treatment, dietary and lifestyle consultation, and back pain therapy!” she chided. In 2007, Nouf went to Australia to complete her studies. By then, her illness had started to attack her kidneys. India beckons In 2008, she made her first trip to Kerala, India, and met some Ayurvedic doctors. Impressed by the treatment methods, Nouf decided not to live with her illness anymore. In the years that followed, she mastered the art of yoga with renowned ashtanga and hatha (types of yoga) under illustrious yoga gurus in Coonoor, Tamil Nadu, New Delhi and the Himalayas. She achieved the status of Yogacharinie Nouf Marwaai, a title awarded in Kerala. In 2014, she was diagnosed with early stagebreast cancer. But with yoga as a tool, she battled with the disease. “Yoga is the need of the hour, because it is a ‘costless’ holistic wellness treatment,” she declared. Yoga as ‘wellness sport’ Witnessing a change in people’s attitude towards yoga, she felt a strong need to regulate it as a sport. Without losing time, she set out to change things at the ground level. Princess Reema bint Bandar Al Saud, President of the Community Sports Federation supported Nouf in her mission. In November 2017, Saudi Arabia’s Ministry of Commerce and Investment officially approved the teaching of yoga as a sport. Elaborating on the subject, she explained, “By practising yoga asanas and breathing techniques,one imbibes the elements of sports physically and physiologically. Still, it is different as far as its depth and benefits are concerned. “In fact, just one session of the breath control asana can affect the neurological and biological levels of a person. Followed by savasana (relaxation exercise), it helps calm the nervous system and reduces the stress hormones. Furthermore, the meditation techniques enhance the feeling of spirituality in a person.” Shaping lives She said that people often question her on whether yoga is a sport or sadhana (dedicated practice) or a therapy. To that, her response is: ‘It is all of that and can be studied and practised as a science of movement and wellbeing.’ Nouf said her life revolves around yoga. “I have coached more than 10,000 people in Saudi Arabia and the Gulf. I practice 7 days a week and teach for more than 8 hours a day between theory and practice.All my travels are associated with yoga – whether it is to teach or to learn.” Learn? But haven’t you achieved the perfection stage? Nouf laughs, “It is not possible to attain perfection in yoga. One can only perfect the discipline. It is a life-long learning process and I am still exploring.” Nouf’s dedication has resulted in yoga being practiced in several Saudi Arabian cities including Riyadh, Jeddah, Damman, Taif, Mecca and Medina, where yoga centres and yoga teachers are much in demand. Her mission is to provide educational and training courses to students who are keen to learn more about this ancient Indian science.",https://www.organiser.org//Encyc/2020/6/21/Nouf-Marwaai.html
"#InternationalYogaDay Yoga is a moving meditation, where practice becomes prayer and dedication: Yasmina Cherquaoui", 21-Jun-2020,Nilima Pathak,"London-based Yasmina Cherquaoui’s foray with yoga began in 2002. While trying to find balance in a stress-filled corporate world, the yoga mat became a secret haven for her. A qualified health and nutrition coach, she teaches yoga at studios in London, has corporate and private clients and runs retreats in the United Kingdom, Portugal, Turkey, Morocco and the Caribbean. Yasmina also works in co-ordination with Dr Imran Ali, a renowned osteopathic and naturopathic practitioner at The London Clinic (www.thelondonclinic.co.uk). She acknowledged, “Dr Ali has a unique integrated treatment programme. He prescribes yoga to some of his patients as part of the rehabilitation programme to complement the treatment they receive from him. “In fact, the various yogic breathing techniques he has been applying for the past few months, have been very helpful for Covid-19 patients, who were earlier on a mechanical ventilator and later recovered.” Founder of Ready Steady Glow, a wellness store in London, Yasmina shares with Organiser, her nearly two decades of yoga experience. How did it begin? It was around 2002 while working as a PR consultant with a hotel chain that I had scoliosis (curvature of the spine caused by bad desk posture). In the midst of uncertainty, chaos, stress and anxiety, I was unnerved and did not know how to feel grounded. I suffered from panic attacks. That’s when my mother who had heard about the benefits of yoga introduced me to it. I began practising a few asanas and within a few weeks, felt the change. The asanas were helping my medical condition. The practices astounded me on how yoga could positively affect me both mentally and physically. The practice of pranayama had a calming effect on my mind and transformed the way I lived life. Sabbatical from job To me, it was nothing short of a miracle and I wanted to learn more. It was not just about the asanas, but the history and philosophy of yoga, the art of well-being, that I wanted to imbibe. I took a sabbatical from my job in 2014and underwent a 200-hour teacher-training course in hatha yoga,at the Himalayan Yoga Institute in India. On completion, I decided to share the knowledge and benefits with others. The idea was to help people discover the incredible effects of yoga. I began teaching at a local community centre and my perspective towards life changed. The turnaround I shifted my life in the direction it was taking me. Within a year, I quit the corporate job and became a full-time practitioner and yoga teacher. From yoga guru Shiva Rea, I learned prana vinyasa, an energetic and creative dance flow, soma prana, a restorative and healing practice, chakra mandala, conscious process of self-discovery, sound healing, mindfulness meditation and pre and postnatal yoga. I consider it a blessing and an honour to be able to share my love of yoga with others. While being respectful towards the ancient traditional teachings, I make yoga applicable to the modern lifestyle. Through my concepts, I try to provide solace to people and relieve them of stress in their everyday life. Area of specialisation I am fascinated by hypnobirthing - a method of pain management that can be used during labour and birth. It involves using a mixture of visualization, relaxation and deep-breathing techniques. Sadly, these days, women, especially in western countries, have begun to rely heavily on medical intervention during pregnancy. Staying connected to the present moment and releasing tension from the body is imperative for successful labour. Some asanas are very helpful during pregnancy and can relieve lower back pain and the tension in neck and shoulders. These can also improve a person’s posture and sciatica effects. Closer to and during labour, certain hip opening asanas are extremely beneficial. Why yoga is necessary? What is readily known and attracts people is merely a scratch on the surface. Yoga is much more than making poses! It is a moving meditation, where practice becomes a prayer and dedication towards it becomes sacred to every individual who practices it.",https://www.organiser.org//Encyc/2020/6/21/Yasmina-Cherquaoui.html
Yoga Day is a day of solidarity and universal brotherhood; Yoga boosts immune system against Covid 19 virus: Prime Minister Narendra Modi on #InternationalYogaDay, 21-Jun-2020,,,https://www.organiser.org//Encyc/2020/6/21/Prime-Minister-Narendra-Modi-on-InternationalYogaDay.html
6th International Day of Yoga celebrated across the country through Digital Media, 21-Jun-2020,,"The sixth International Day of Yoga was celebrated with great enthusiasm across the country through electronic and digital media. Prime Minister Shri Narendra Modi, addressing the nation on this occasion, underlined the role of Yoga in strengthening the family bondage. He said that Yoga brings all closer and binds every member of a family including children and elders. This is the reason  why ‘Yoga with Family’ has been made the theme of this year's IDY. The Prime Minister further said that  COVID-19 mainly attacks the pulmonary organs of the human body and Pranayams are helpful in strengthening the respiratory system. He said, “If we can finetune our chords of health and hope, the day is not far away when the world will witness the success of healthy and happy humanity. Yoga can definitely help us make this happen.” Due to current pandemic of COVID-19, mass gatherings on IDY are not advisable. Keeping this situation in mind, the Government encouraged people to practice Yoga at their homes along with their family members. In this regard, the Ministry of AYUSH maximized the use of social and digital media platforms to facilitate online participation from the people.    On this occasion, the Minister of State for AYUSH,  Shri Shripad Naik said that International Day of Yoga has turned into the biggest public health movement. ""Now every country of the world celebrates IDY and the public has embraced this event and adopting it as a celebration of India’s culture and tradition"", he stated.  The Minister said that this year IDY comes in the middle of a health emergency so  the AYUSH Ministry  has been fostering and facilitating the trend of practicing Yoga at home through various online and hybrid-online initiatives since the last three months. The Minister praised “My Life – My Yoga” Video Blogging Contest announced by the Prime Minister Shri Narendra Modi ji for raising awareness about Yoga. Shri Naik further added that many leading Yoga institutions have joined forces with the Ministry in this effort. Such activities intensified in the last one month, with added focus of training in Common Yoga Protocol (CYP), which is followed by participants of IDY every year for ensuring harmony in the mass demonstrations of Yoga. While giving the vote of thanks Secretary, Ministry of AYUSH Vaidya Rajesh Kotecha said that in the new scenario, the aim of IDY is to focus on its health- rewards and to do Yoga at home on Yoga Day. The Ministry of AYUSH is supporting this trend by promoting the theme “Yoga at Home, Yoga with Family” in its IDY activities. Shri Kotecha said that the Ministry of AYUSH streamed various online initiatives including daily morning CYP session on Doordarshan and social media for people to follow and learn the Protocol. The Secretary said that numerous individuals and institutions including educational institutions, government bodies, business firms, industries and cultural organizations have committed themselves to joining IDY for the benefit of their employees, members or other stakeholders, from their homes itself. Through such efforts the Yoga fraternities in different parts of the country are now ready to observe IDY with thousands of families joining the same from their respective homes, the Secretary added. He also informed about  Ayush Sanjivani mobile app for generating data of large population with a target of 5 million people. The core expected outcomes include generating data on acceptance and usage of AYUSH advocacies, and measures among the population and its impact in prevention of COVID 19. At the end of the programme, live demonstration of Common Yoga Protocol was performed by the experts of Morarji Desai National Institute of Yoga followed by discussions with Yoga experts. The programme was televised on all the channels of Doordarshan.",https://www.organiser.org//Encyc/2020/6/21/6th-International-Day-of-Yoga-celebrated-across-the-country-through-Digital-Media.html
